Hidden Layer Sizes,Activation Function,Learning Rate,Batch Size,Number of Epochs,Accuracy (Train),Accuracy (Test),Training Time,dataset
"[4, 4]",tanh,0.01,64,15,0.6436781883239746,0.6744186282157898,0.17908382415771484,cong_voting
"[4, 4]",tanh,0.01,64,20,0.6494252681732178,0.6744186282157898,0.19741106033325195,cong_voting
"[4, 4]",tanh,0.01,128,10,0.6321839094161987,0.6511628031730652,0.06377720832824707,cong_voting
"[4, 4]",tanh,0.01,128,15,0.6436781883239746,0.6744186282157898,0.09560871124267578,cong_voting
"[4, 4]",tanh,0.01,128,20,0.6494252681732178,0.6744186282157898,0.21918201446533203,cong_voting
"[4, 4]",tanh,0.001,32,10,0.6321839094161987,0.6511628031730652,0.22195005416870117,cong_voting
"[4, 4]",tanh,0.001,32,15,0.6321839094161987,0.6511628031730652,0.33385205268859863,cong_voting
"[4, 4]",tanh,0.001,32,20,0.6321839094161987,0.6511628031730652,0.46097421646118164,cong_voting
"[4, 4]",tanh,0.001,64,10,0.6321839094161987,0.6279069781303406,0.10086417198181152,cong_voting
"[4, 4]",tanh,0.001,64,15,0.6321839094161987,0.6279069781303406,0.21752715110778809,cong_voting
"[4, 4]",tanh,0.001,64,20,0.6321839094161987,0.6511628031730652,0.30641674995422363,cong_voting
"[4, 4]",tanh,0.001,128,10,0.6321839094161987,0.6279069781303406,0.1640009880065918,cong_voting
"[4, 4]",tanh,0.001,128,15,0.6321839094161987,0.6279069781303406,0.12472414970397949,cong_voting
"[4, 4]",tanh,0.001,128,20,0.6321839094161987,0.6279069781303406,0.14432096481323242,cong_voting
"[4, 4]",tanh,0.0001,32,10,0.6321839094161987,0.6279069781303406,0.153364896774292,cong_voting
"[4, 4]",tanh,0.0001,32,15,0.6321839094161987,0.6279069781303406,0.3430182933807373,cong_voting
"[4, 4]",tanh,0.0001,32,20,0.6321839094161987,0.6279069781303406,0.4101860523223877,cong_voting
"[4, 4]",tanh,0.0001,64,10,0.6321839094161987,0.6279069781303406,0.16071724891662598,cong_voting
"[4, 4]",tanh,0.0001,64,15,0.6321839094161987,0.6279069781303406,0.2565000057220459,cong_voting
"[4, 4]",tanh,0.0001,64,20,0.6321839094161987,0.6279069781303406,0.2690238952636719,cong_voting
"[4, 4]",tanh,0.0001,128,10,0.6321839094161987,0.6279069781303406,0.10642409324645996,cong_voting
"[4, 4]",tanh,0.0001,128,15,0.6321839094161987,0.6279069781303406,0.16839385032653809,cong_voting
"[4, 4]",tanh,0.0001,128,20,0.6321839094161987,0.6279069781303406,0.22435474395751953,cong_voting
"[4, 4]",relu,0.01,32,10,0.6321839094161987,0.6511628031730652,0.20298385620117188,cong_voting
"[4, 4]",relu,0.01,32,15,0.6321839094161987,0.6511628031730652,0.29262399673461914,cong_voting
"[4, 4]",relu,0.01,32,20,0.6321839094161987,0.6511628031730652,0.30327796936035156,cong_voting
"[4, 4]",relu,0.01,64,10,0.6321839094161987,0.6511628031730652,0.13962697982788086,cong_voting
"[4, 4]",relu,0.01,64,15,0.6321839094161987,0.6511628031730652,0.20429587364196777,cong_voting
"[4, 4]",relu,0.01,64,20,0.6321839094161987,0.6511628031730652,0.20725297927856445,cong_voting
"[4, 4]",relu,0.01,128,10,0.6321839094161987,0.6279069781303406,0.11523199081420898,cong_voting
"[4, 4]",relu,0.01,128,15,0.6321839094161987,0.6511628031730652,0.18035197257995605,cong_voting
"[4, 4]",relu,0.01,128,20,0.6321839094161987,0.6511628031730652,0.1784062385559082,cong_voting
"[4, 4]",relu,0.001,32,10,0.6321839094161987,0.6279069781303406,0.23491907119750977,cong_voting
"[4, 4]",relu,0.001,32,15,0.6321839094161987,0.6279069781303406,0.25723791122436523,cong_voting
"[4, 4]",relu,0.001,32,20,0.6321839094161987,0.6279069781303406,0.38758206367492676,cong_voting
"[4, 4]",relu,0.001,64,10,0.6321839094161987,0.6279069781303406,0.14902114868164062,cong_voting
"[4, 4]",relu,0.001,64,15,0.6321839094161987,0.6279069781303406,0.16617298126220703,cong_voting
"[4, 4]",relu,0.001,64,20,0.6321839094161987,0.6279069781303406,0.28974175453186035,cong_voting
"[4, 4]",relu,0.001,128,10,0.6321839094161987,0.6279069781303406,0.12244987487792969,cong_voting
"[4, 4]",relu,0.001,128,15,0.6321839094161987,0.6279069781303406,0.1591660976409912,cong_voting
"[4, 4]",relu,0.001,128,20,0.6321839094161987,0.6279069781303406,0.23809313774108887,cong_voting
"[4, 4]",relu,0.0001,32,10,0.6321839094161987,0.6279069781303406,0.2153317928314209,cong_voting
"[4, 4]",relu,0.0001,32,15,0.6321839094161987,0.6279069781303406,0.3103771209716797,cong_voting
"[4, 4]",relu,0.0001,32,20,0.6321839094161987,0.6279069781303406,0.4680318832397461,cong_voting
"[4, 4]",relu,0.0001,64,10,0.6321839094161987,0.6279069781303406,0.16635584831237793,cong_voting
"[4, 4]",relu,0.0001,64,15,0.6321839094161987,0.6279069781303406,0.21763014793395996,cong_voting
"[4, 4]",relu,0.0001,64,20,0.6321839094161987,0.6279069781303406,0.26608991622924805,cong_voting
"[4, 4]",relu,0.0001,128,10,0.6321839094161987,0.6279069781303406,0.13590764999389648,cong_voting
"[4, 4]",relu,0.0001,128,15,0.6321839094161987,0.6279069781303406,0.16975903511047363,cong_voting
"[4, 4]",relu,0.0001,128,20,0.6321839094161987,0.6279069781303406,0.17025303840637207,cong_voting
"[4, 4]",sigmoid,0.01,32,10,0.6321839094161987,0.6511628031730652,0.13191485404968262,cong_voting
"[4, 4]",sigmoid,0.01,32,15,0.7011494040489197,0.6976743936538696,0.33413004875183105,cong_voting
"[4, 4]",sigmoid,0.01,32,20,0.39080458879470825,0.3720930218696594,0.3500051498413086,cong_voting
"[4, 4]",sigmoid,0.01,64,10,0.6321839094161987,0.6279069781303406,0.13327598571777344,cong_voting
"[4, 4]",sigmoid,0.01,64,15,0.6321839094161987,0.6279069781303406,0.14691472053527832,cong_voting
"[4, 4]",sigmoid,0.01,64,20,0.6551724076271057,0.6744186282157898,0.1531682014465332,cong_voting
"[4, 4]",sigmoid,0.01,128,10,0.6321839094161987,0.6279069781303406,0.07367992401123047,cong_voting
"[4, 4]",sigmoid,0.01,128,15,0.6321839094161987,0.6279069781303406,0.21580076217651367,cong_voting
"[4, 4]",sigmoid,0.01,128,20,0.6321839094161987,0.6279069781303406,0.17139720916748047,cong_voting
"[4, 4]",sigmoid,0.001,32,10,0.6321839094161987,0.6279069781303406,0.1981649398803711,cong_voting
"[4, 4]",sigmoid,0.001,32,15,0.6321839094161987,0.6279069781303406,0.43597912788391113,cong_voting
"[4, 4]",sigmoid,0.001,32,20,0.6321839094161987,0.6279069781303406,0.3580281734466553,cong_voting
"[4, 4]",sigmoid,0.001,64,10,0.6321839094161987,0.6279069781303406,0.10818791389465332,cong_voting
"[4, 4]",sigmoid,0.001,64,15,0.6321839094161987,0.6279069781303406,0.1839292049407959,cong_voting
"[4, 4]",sigmoid,0.001,64,20,0.6321839094161987,0.6279069781303406,0.21684479713439941,cong_voting
"[4, 4]",sigmoid,0.001,128,10,0.6321839094161987,0.6279069781303406,0.13248896598815918,cong_voting
"[4, 4]",sigmoid,0.001,128,15,0.6321839094161987,0.6279069781303406,0.16120600700378418,cong_voting
"[4, 4]",sigmoid,0.001,128,20,0.6321839094161987,0.6279069781303406,0.1784529685974121,cong_voting
"[4, 4]",sigmoid,0.0001,32,10,0.6321839094161987,0.6279069781303406,0.17146587371826172,cong_voting
"[4, 4]",sigmoid,0.0001,32,15,0.6321839094161987,0.6279069781303406,0.2272961139678955,cong_voting
"[4, 4]",sigmoid,0.0001,32,20,0.6321839094161987,0.6279069781303406,0.5593571662902832,cong_voting
"[4, 4]",sigmoid,0.0001,64,10,0.6321839094161987,0.6279069781303406,0.13810992240905762,cong_voting
"[4, 4]",sigmoid,0.0001,64,15,0.6321839094161987,0.6279069781303406,0.20818090438842773,cong_voting
"[4, 4]",sigmoid,0.0001,64,20,0.6321839094161987,0.6279069781303406,0.2272629737854004,cong_voting
"[4, 4]",sigmoid,0.0001,128,10,0.6321839094161987,0.6279069781303406,0.11955618858337402,cong_voting
"[4, 4]",sigmoid,0.0001,128,15,0.6321839094161987,0.6279069781303406,0.13138318061828613,cong_voting
"[4, 4]",sigmoid,0.0001,128,20,0.6321839094161987,0.6279069781303406,0.16018390655517578,cong_voting
"[25, 30]",tanh,0.01,32,10,0.48275861144065857,0.4651162922382355,0.16759800910949707,cong_voting
"[25, 30]",tanh,0.01,32,15,0.4482758641242981,0.41860464215278625,0.2329258918762207,cong_voting
"[25, 30]",tanh,0.01,32,20,0.4367816150188446,0.41860464215278625,0.341052770614624,cong_voting
"[25, 30]",tanh,0.01,64,10,0.5057471394538879,0.4651162922382355,0.10230612754821777,cong_voting
"[25, 30]",tanh,0.01,64,15,0.44252872467041016,0.39534884691238403,0.2907421588897705,cong_voting
"[25, 30]",tanh,0.01,64,20,0.43103447556495667,0.41860464215278625,0.317608118057251,cong_voting
"[25, 30]",tanh,0.01,128,10,0.8103448152542114,0.8139534592628479,0.11317586898803711,cong_voting
"[25, 30]",tanh,0.01,128,15,0.45402297377586365,0.39534884691238403,0.1446821689605713,cong_voting
"[25, 30]",tanh,0.01,128,20,0.4252873659133911,0.41860464215278625,0.19359421730041504,cong_voting
"[25, 30]",tanh,0.001,32,10,0.37931033968925476,0.3720930218696594,0.1767902374267578,cong_voting
"[25, 30]",tanh,0.001,32,15,0.37931033968925476,0.3720930218696594,0.32320594787597656,cong_voting
"[25, 30]",tanh,0.001,32,20,0.37931033968925476,0.3720930218696594,0.43815088272094727,cong_voting
"[25, 30]",tanh,0.001,64,10,0.36781609058380127,0.3720930218696594,0.1332380771636963,cong_voting
"[25, 30]",tanh,0.001,64,15,0.3735632300376892,0.3720930218696594,0.23317813873291016,cong_voting
"[25, 30]",tanh,0.001,64,20,0.37931033968925476,0.3720930218696594,0.28287482261657715,cong_voting
"[25, 30]",tanh,0.001,128,10,0.36781609058380127,0.3720930218696594,0.12303876876831055,cong_voting
"[25, 30]",tanh,0.001,128,15,0.3735632300376892,0.3720930218696594,0.1674649715423584,cong_voting
"[25, 30]",tanh,0.001,128,20,0.3735632300376892,0.3720930218696594,0.2338881492614746,cong_voting
"[25, 30]",tanh,0.0001,32,10,0.36781609058380127,0.3720930218696594,0.3007469177246094,cong_voting
"[25, 30]",tanh,0.0001,32,15,0.36781609058380127,0.3720930218696594,0.32125306129455566,cong_voting
"[25, 30]",tanh,0.0001,32,20,0.36781609058380127,0.3720930218696594,0.43706512451171875,cong_voting
"[25, 30]",tanh,0.0001,64,10,0.36781609058380127,0.3720930218696594,0.18329691886901855,cong_voting
"[25, 30]",tanh,0.0001,64,15,0.36781609058380127,0.3720930218696594,0.20997309684753418,cong_voting
"[25, 30]",tanh,0.0001,64,20,0.36781609058380127,0.3720930218696594,0.31284499168395996,cong_voting
"[25, 30]",tanh,0.0001,128,10,0.36781609058380127,0.3720930218696594,0.11207318305969238,cong_voting
"[25, 30]",tanh,0.0001,128,15,0.36781609058380127,0.3720930218696594,0.3329198360443115,cong_voting
"[25, 30]",tanh,0.0001,128,20,0.36781609058380127,0.3720930218696594,0.20268011093139648,cong_voting
"[25, 30]",relu,0.01,32,10,0.6436781883239746,0.6511628031730652,0.22322630882263184,cong_voting
"[25, 30]",relu,0.01,32,15,0.6436781883239746,0.6511628031730652,0.31363606452941895,cong_voting
"[25, 30]",relu,0.01,32,20,0.6436781883239746,0.6511628031730652,0.45775675773620605,cong_voting
"[25, 30]",relu,0.01,64,10,0.6551724076271057,0.6279069781303406,0.12437009811401367,cong_voting
"[25, 30]",relu,0.01,64,15,0.6551724076271057,0.6279069781303406,0.17236018180847168,cong_voting
"[25, 30]",relu,0.01,64,20,0.6551724076271057,0.6279069781303406,0.22433209419250488,cong_voting
"[25, 30]",relu,0.01,128,10,0.6551724076271057,0.6511628031730652,0.11285185813903809,cong_voting
"[25, 30]",relu,0.01,128,15,0.6551724076271057,0.6511628031730652,0.16504693031311035,cong_voting
"[25, 30]",relu,0.01,128,20,0.6551724076271057,0.6511628031730652,0.19316673278808594,cong_voting
"[25, 30]",relu,0.001,32,10,0.6609195470809937,0.6511628031730652,0.22297406196594238,cong_voting
"[25, 30]",relu,0.001,32,15,0.6781609058380127,0.6976743936538696,0.3951089382171631,cong_voting
"[25, 30]",relu,0.001,32,20,0.9482758641242981,0.930232584476471,0.4461088180541992,cong_voting
"[25, 30]",relu,0.001,64,10,0.7816091775894165,0.7209302186965942,0.13036227226257324,cong_voting
"[25, 30]",relu,0.001,64,15,0.6724137663841248,0.6976743936538696,0.1858198642730713,cong_voting
"[25, 30]",relu,0.001,64,20,0.6724137663841248,0.6976743936538696,0.16478705406188965,cong_voting
"[25, 30]",relu,0.001,128,10,0.43103447556495667,0.41860464215278625,0.09059000015258789,cong_voting
"[25, 30]",relu,0.001,128,15,0.7586206793785095,0.6976743936538696,0.17767119407653809,cong_voting
"[25, 30]",relu,0.001,128,20,0.6724137663841248,0.6744186282157898,0.19692397117614746,cong_voting
"[25, 30]",relu,0.0001,32,10,0.36781609058380127,0.3720930218696594,0.2590138912200928,cong_voting
"[25, 30]",relu,0.0001,32,15,0.3735632300376892,0.3720930218696594,0.3043217658996582,cong_voting
"[25, 30]",relu,0.0001,32,20,0.3735632300376892,0.3720930218696594,0.4740469455718994,cong_voting
"[25, 30]",relu,0.0001,64,10,0.36781609058380127,0.3720930218696594,0.15207314491271973,cong_voting
"[25, 30]",relu,0.0001,64,15,0.36781609058380127,0.3720930218696594,0.16278386116027832,cong_voting
"[25, 30]",relu,0.0001,64,20,0.36781609058380127,0.3720930218696594,0.21128606796264648,cong_voting
"[25, 30]",relu,0.0001,128,10,0.36781609058380127,0.3720930218696594,0.06964898109436035,cong_voting
"[25, 30]",relu,0.0001,128,15,0.36781609058380127,0.3720930218696594,0.13054919242858887,cong_voting
"[25, 30]",relu,0.0001,128,20,0.36781609058380127,0.3720930218696594,0.20589900016784668,cong_voting
"[25, 30]",sigmoid,0.01,32,10,0.37931033968925476,0.3720930218696594,0.20378375053405762,cong_voting
"[25, 30]",sigmoid,0.01,32,15,0.37931033968925476,0.3720930218696594,0.36301088333129883,cong_voting
"[25, 30]",sigmoid,0.01,32,20,0.37931033968925476,0.3720930218696594,0.3777930736541748,cong_voting
"[25, 30]",sigmoid,0.01,64,10,0.477011501789093,0.4651162922382355,0.13213896751403809,cong_voting
"[25, 30]",sigmoid,0.01,64,15,0.37931033968925476,0.3720930218696594,0.19561314582824707,cong_voting
"[25, 30]",sigmoid,0.01,64,20,0.37931033968925476,0.3720930218696594,0.25182509422302246,cong_voting
"[25, 30]",sigmoid,0.01,128,10,0.6551724076271057,0.6511628031730652,0.10810494422912598,cong_voting
"[25, 30]",sigmoid,0.01,128,15,0.4080459773540497,0.41860464215278625,0.17111706733703613,cong_voting
"[25, 30]",sigmoid,0.01,128,20,0.39080458879470825,0.3720930218696594,0.18624591827392578,cong_voting
"[25, 30]",sigmoid,0.001,32,10,0.6321839094161987,0.6279069781303406,0.21966290473937988,cong_voting
"[25, 30]",sigmoid,0.001,32,15,0.6436781883239746,0.6511628031730652,0.3424229621887207,cong_voting
"[25, 30]",sigmoid,0.001,32,20,0.6551724076271057,0.6511628031730652,0.4159069061279297,cong_voting
"[25, 30]",sigmoid,0.001,64,10,0.6321839094161987,0.6279069781303406,0.1325087547302246,cong_voting
"[25, 30]",sigmoid,0.001,64,15,0.6321839094161987,0.6279069781303406,0.2250959873199463,cong_voting
"[25, 30]",sigmoid,0.001,64,20,0.6321839094161987,0.6279069781303406,0.2557098865509033,cong_voting
"[25, 30]",sigmoid,0.001,128,10,0.6321839094161987,0.6279069781303406,0.10390019416809082,cong_voting
"[25, 30]",sigmoid,0.001,128,15,0.6321839094161987,0.6279069781303406,0.13654804229736328,cong_voting
"[25, 30]",sigmoid,0.001,128,20,0.6321839094161987,0.6279069781303406,0.12015008926391602,cong_voting
"[25, 30]",sigmoid,0.0001,32,10,0.5632184147834778,0.5813953280448914,0.25241684913635254,cong_voting
"[25, 30]",sigmoid,0.0001,32,15,0.6321839094161987,0.6279069781303406,0.3626539707183838,cong_voting
"[25, 30]",sigmoid,0.0001,32,20,0.6321839094161987,0.6279069781303406,0.3306591510772705,cong_voting
"[25, 30]",sigmoid,0.0001,64,10,0.3735632300376892,0.3720930218696594,0.09481096267700195,cong_voting
"[25, 30]",sigmoid,0.0001,64,15,0.43103447556495667,0.39534884691238403,0.21024179458618164,cong_voting
"[25, 30]",sigmoid,0.0001,64,20,0.6321839094161987,0.6279069781303406,0.4740579128265381,cong_voting
"[25, 30]",sigmoid,0.0001,128,10,0.36781609058380127,0.3720930218696594,0.22339200973510742,cong_voting
"[25, 30]",sigmoid,0.0001,128,15,0.37931033968925476,0.3720930218696594,0.1885087490081787,cong_voting
"[25, 30]",sigmoid,0.0001,128,20,0.40229883790016174,0.3255814015865326,0.20186328887939453,cong_voting
"[20, 25, 30]",tanh,0.01,32,10,0.3850574791431427,0.3720930218696594,0.20821094512939453,cong_voting
"[20, 25, 30]",tanh,0.01,32,15,0.3850574791431427,0.3720930218696594,0.39647698402404785,cong_voting
"[20, 25, 30]",tanh,0.01,32,20,0.3850574791431427,0.3720930218696594,0.5112559795379639,cong_voting
"[20, 25, 30]",tanh,0.01,64,10,0.3850574791431427,0.3720930218696594,0.15818309783935547,cong_voting
"[20, 25, 30]",tanh,0.01,64,15,0.3850574791431427,0.3720930218696594,0.2577188014984131,cong_voting
"[20, 25, 30]",tanh,0.01,64,20,0.3850574791431427,0.3720930218696594,0.29503583908081055,cong_voting
"[20, 25, 30]",tanh,0.01,128,10,0.37931033968925476,0.3720930218696594,0.10946202278137207,cong_voting
"[20, 25, 30]",tanh,0.01,128,15,0.3850574791431427,0.3720930218696594,0.1708509922027588,cong_voting
"[20, 25, 30]",tanh,0.01,128,20,0.3850574791431427,0.39534884691238403,0.23973584175109863,cong_voting
"[20, 25, 30]",tanh,0.001,32,10,0.37931033968925476,0.3720930218696594,0.38632917404174805,cong_voting
"[20, 25, 30]",tanh,0.001,32,15,0.37931033968925476,0.3720930218696594,0.4318678379058838,cong_voting
"[20, 25, 30]",tanh,0.001,32,20,0.37931033968925476,0.3720930218696594,0.47707700729370117,cong_voting
"[20, 25, 30]",tanh,0.001,64,10,0.6264367699623108,0.6511628031730652,0.20152497291564941,cong_voting
"[20, 25, 30]",tanh,0.001,64,15,0.3333333432674408,0.3255814015865326,0.5236489772796631,cong_voting
"[20, 25, 30]",tanh,0.001,64,20,0.37931033968925476,0.3720930218696594,0.41643595695495605,cong_voting
"[20, 25, 30]",tanh,0.001,128,10,0.6264367699623108,0.6511628031730652,0.12456488609313965,cong_voting
"[20, 25, 30]",tanh,0.001,128,15,0.6264367699623108,0.6511628031730652,0.2272329330444336,cong_voting
"[20, 25, 30]",tanh,0.001,128,20,0.29885056614875793,0.3255814015865326,0.36601805686950684,cong_voting
"[20, 25, 30]",tanh,0.0001,32,10,0.6206896305084229,0.6279069781303406,0.1764850616455078,cong_voting
"[20, 25, 30]",tanh,0.0001,32,15,0.6206896305084229,0.6279069781303406,0.356799840927124,cong_voting
"[20, 25, 30]",tanh,0.0001,32,20,0.6206896305084229,0.6279069781303406,0.5336971282958984,cong_voting
"[20, 25, 30]",tanh,0.0001,64,10,0.6206896305084229,0.6279069781303406,0.3380460739135742,cong_voting
"[20, 25, 30]",tanh,0.0001,64,15,0.6206896305084229,0.6279069781303406,0.837181806564331,cong_voting
"[20, 25, 30]",tanh,0.0001,64,20,0.6206896305084229,0.6279069781303406,0.36765408515930176,cong_voting
"[20, 25, 30]",tanh,0.0001,128,10,0.6149425506591797,0.6279069781303406,0.12731122970581055,cong_voting
"[20, 25, 30]",tanh,0.0001,128,15,0.6206896305084229,0.6279069781303406,0.20348191261291504,cong_voting
"[20, 25, 30]",tanh,0.0001,128,20,0.6206896305084229,0.6279069781303406,0.25618410110473633,cong_voting
"[20, 25, 30]",relu,0.01,32,10,0.3850574791431427,0.3720930218696594,0.21911096572875977,cong_voting
"[20, 25, 30]",relu,0.01,32,15,0.37931033968925476,0.3720930218696594,0.3851640224456787,cong_voting
"[20, 25, 30]",relu,0.01,32,20,0.37931033968925476,0.3720930218696594,0.517564058303833,cong_voting
"[20, 25, 30]",relu,0.01,64,10,0.40229883790016174,0.41860464215278625,0.18224406242370605,cong_voting
"[20, 25, 30]",relu,0.01,64,15,0.3850574791431427,0.3720930218696594,0.2484281063079834,cong_voting
"[20, 25, 30]",relu,0.01,64,20,0.3735632300376892,0.3720930218696594,0.3065299987792969,cong_voting
"[20, 25, 30]",relu,0.01,128,10,0.6954023241996765,0.6511628031730652,0.11667513847351074,cong_voting
"[20, 25, 30]",relu,0.01,128,15,0.43103447556495667,0.44186046719551086,0.27225303649902344,cong_voting
"[20, 25, 30]",relu,0.01,128,20,0.3965517282485962,0.39534884691238403,0.28038597106933594,cong_voting
"[20, 25, 30]",relu,0.001,32,10,0.36781609058380127,0.3720930218696594,0.18360424041748047,cong_voting
"[20, 25, 30]",relu,0.001,32,15,0.3735632300376892,0.3720930218696594,0.24954628944396973,cong_voting
"[20, 25, 30]",relu,0.001,32,20,0.3735632300376892,0.3720930218696594,0.5512678623199463,cong_voting
"[20, 25, 30]",relu,0.001,64,10,0.36781609058380127,0.3720930218696594,0.1002950668334961,cong_voting
"[20, 25, 30]",relu,0.001,64,15,0.36781609058380127,0.3720930218696594,0.1410079002380371,cong_voting
"[20, 25, 30]",relu,0.001,64,20,0.3735632300376892,0.3720930218696594,0.19735002517700195,cong_voting
"[20, 25, 30]",relu,0.001,128,10,0.36781609058380127,0.3720930218696594,0.07619714736938477,cong_voting
"[20, 25, 30]",relu,0.001,128,15,0.36781609058380127,0.3720930218696594,0.1256248950958252,cong_voting
"[20, 25, 30]",relu,0.001,128,20,0.36781609058380127,0.3720930218696594,0.15882086753845215,cong_voting
"[20, 25, 30]",relu,0.0001,32,10,0.3735632300376892,0.3720930218696594,0.2843179702758789,cong_voting
"[20, 25, 30]",relu,0.0001,32,15,0.36781609058380127,0.3720930218696594,0.397061824798584,cong_voting
"[20, 25, 30]",relu,0.0001,32,20,0.36781609058380127,0.3720930218696594,0.5801088809967041,cong_voting
"[20, 25, 30]",relu,0.0001,64,10,0.3965517282485962,0.44186046719551086,0.17134475708007812,cong_voting
"[20, 25, 30]",relu,0.0001,64,15,0.39080458879470825,0.3720930218696594,0.21602392196655273,cong_voting
"[20, 25, 30]",relu,0.0001,64,20,0.3735632300376892,0.3720930218696594,0.322706937789917,cong_voting
"[20, 25, 30]",relu,0.0001,128,10,0.45402297377586365,0.4883720874786377,0.09291291236877441,cong_voting
"[20, 25, 30]",relu,0.0001,128,15,0.39080458879470825,0.41860464215278625,0.18142914772033691,cong_voting
"[20, 25, 30]",relu,0.0001,128,20,0.39080458879470825,0.3720930218696594,0.6467907428741455,cong_voting
"[20, 25, 30]",sigmoid,0.01,32,10,0.39080458879470825,0.3720930218696594,0.37459778785705566,cong_voting
"[20, 25, 30]",sigmoid,0.01,32,15,0.37931033968925476,0.3720930218696594,0.4844968318939209,cong_voting
"[20, 25, 30]",sigmoid,0.01,32,20,0.37931033968925476,0.3720930218696594,0.58660888671875,cong_voting
"[20, 25, 30]",sigmoid,0.01,64,10,0.7183908224105835,0.6976743936538696,0.18350887298583984,cong_voting
"[20, 25, 30]",sigmoid,0.01,64,15,0.3965517282485962,0.3720930218696594,0.2678489685058594,cong_voting
"[20, 25, 30]",sigmoid,0.01,64,20,0.37931033968925476,0.3720930218696594,0.26062488555908203,cong_voting
"[20, 25, 30]",sigmoid,0.01,128,10,0.6666666865348816,0.6511628031730652,0.06265497207641602,cong_voting
"[20, 25, 30]",sigmoid,0.01,128,15,0.6781609058380127,0.6976743936538696,0.1696920394897461,cong_voting
"[20, 25, 30]",sigmoid,0.01,128,20,0.44252872467041016,0.44186046719551086,0.2528538703918457,cong_voting
"[20, 25, 30]",sigmoid,0.001,32,10,0.6321839094161987,0.6279069781303406,0.28037595748901367,cong_voting
"[20, 25, 30]",sigmoid,0.001,32,15,0.6321839094161987,0.6279069781303406,0.36967897415161133,cong_voting
"[20, 25, 30]",sigmoid,0.001,32,20,0.6321839094161987,0.6279069781303406,0.5215389728546143,cong_voting
"[20, 25, 30]",sigmoid,0.001,64,10,0.6321839094161987,0.6279069781303406,0.08971095085144043,cong_voting
"[20, 25, 30]",sigmoid,0.001,64,15,0.6321839094161987,0.6279069781303406,0.12751507759094238,cong_voting
"[20, 25, 30]",sigmoid,0.001,64,20,0.6321839094161987,0.6279069781303406,0.2422490119934082,cong_voting
"[20, 25, 30]",sigmoid,0.001,128,10,0.6321839094161987,0.6279069781303406,0.14071917533874512,cong_voting
"[20, 25, 30]",sigmoid,0.001,128,15,0.6321839094161987,0.6279069781303406,0.11851692199707031,cong_voting
"[20, 25, 30]",sigmoid,0.001,128,20,0.6321839094161987,0.6279069781303406,0.13606023788452148,cong_voting
"[20, 25, 30]",sigmoid,0.0001,32,10,0.6321839094161987,0.6279069781303406,0.23796892166137695,cong_voting
"[20, 25, 30]",sigmoid,0.0001,32,15,0.6321839094161987,0.6279069781303406,0.38591623306274414,cong_voting
"[20, 25, 30]",sigmoid,0.0001,32,20,0.6321839094161987,0.6279069781303406,0.49799394607543945,cong_voting
"[20, 25, 30]",sigmoid,0.0001,64,10,0.6321839094161987,0.6279069781303406,0.15792107582092285,cong_voting
"[20, 25, 30]",sigmoid,0.0001,64,15,0.6321839094161987,0.6279069781303406,0.17818689346313477,cong_voting
"[20, 25, 30]",sigmoid,0.0001,64,20,0.6321839094161987,0.6279069781303406,0.3157029151916504,cong_voting
"[20, 25, 30]",sigmoid,0.0001,128,10,0.6321839094161987,0.6279069781303406,0.12232184410095215,cong_voting
"[20, 25, 30]",sigmoid,0.0001,128,15,0.6321839094161987,0.6279069781303406,0.18148517608642578,cong_voting
"[20, 25, 30]",sigmoid,0.0001,128,20,0.6321839094161987,0.6279069781303406,0.2638278007507324,cong_voting
[2],tanh,0.01,32,10,0.8884066939353943,0.8831027150154114,23.61622381210327,bank_marketing
[2],tanh,0.01,32,15,0.8884066939353943,0.8831027150154114,28.138588905334473,bank_marketing
[2],tanh,0.01,32,20,0.8884066939353943,0.8831027150154114,45.4876492023468,bank_marketing
[2],tanh,0.01,64,10,0.8884066939353943,0.8831027150154114,10.581957817077637,bank_marketing
[2],tanh,0.01,64,15,0.8884066939353943,0.8831027150154114,15.439294338226318,bank_marketing
[2],tanh,0.01,64,20,0.8884066939353943,0.8831027150154114,18.86000394821167,bank_marketing
[2],tanh,0.01,128,10,0.8884066939353943,0.8831027150154114,6.3422510623931885,bank_marketing
[2],tanh,0.01,128,15,0.8884066939353943,0.8831027150154114,9.472934007644653,bank_marketing
[2],tanh,0.01,128,20,0.8884066939353943,0.8831027150154114,12.464553117752075,bank_marketing
[2],tanh,0.001,32,10,0.8884066939353943,0.8831027150154114,14.816855907440186,bank_marketing
[2],tanh,0.001,32,15,0.8884066939353943,0.8831027150154114,21.77867317199707,bank_marketing
[2],tanh,0.001,32,20,0.8884066939353943,0.8831027150154114,30.15421485900879,bank_marketing
[2],tanh,0.001,64,10,0.8884066939353943,0.8831027150154114,9.201282978057861,bank_marketing
[2],tanh,0.001,64,15,0.8884066939353943,0.8831027150154114,13.373355865478516,bank_marketing
[2],tanh,0.001,64,20,0.8884066939353943,0.8831027150154114,18.38617491722107,bank_marketing
[2],tanh,0.001,128,10,0.8884066939353943,0.8831027150154114,7.095979928970337,bank_marketing
[2],tanh,0.001,128,15,0.8884066939353943,0.8831027150154114,9.804371118545532,bank_marketing
[2],tanh,0.001,128,20,0.8884066939353943,0.8831027150154114,12.726079225540161,bank_marketing
